HOST_ID,HOST_ACCEPTANCE_RATE,HOST_LISTINGS_COUNT,HOST_TOTAL_LISTINGS_COUNT,LATITUDE,LONGITUDE,ACCOMMODATES,BATHROOMS,BEDROOMS,BEDS,SQUARE_FEET,GUESTS_INCLUDED,MINIMUM_NIGHTS,MAXIMUM_NIGHTS,MINIMUM_MINIMUM_NIGHTS,MAXIMUM_MINIMUM_NIGHTS,MINIMUM_MAXIMUM_NIGHTS,MAXIMUM_MAXIMUM_NIGHTS,MINIMUM_NIGHTS_AVG_NTM,MAXIMUM_NIGHTS_AVG_NTM,AVAILABILITY_30,AVAILABILITY_60,AVAILABILITY_90,AVAILABILITY_365,NUMBER_OF_REVIEWS,NUMBER_OF_REVIEWS_LTM,REVIEW_SCORES_RATING,REVIEW_SCORES_ACCURACY,REVIEW_SCORES_CLEANLINESS,REVIEW_SCORES_CHECKIN,REVIEW_SCORES_COMMUNICATION,REVIEW_SCORES_LOCATION,REVIEW_SCORES_VALUE,REVIEWS_PER_MONTH,HOST_RESPONSE_TIME,HOST_RESPONSE_RATE,HOST_IS_SUPERHOST,HOST_HAS_PROFILE_PIC,HOST_IDENTITY_VERIFIED,PROPERTY_TYPE,ROOM_TYPE,BED_TYPE,AMENITIES,PRICE,WEEKLY_PRICE,MONTHLY_PRICE,SECURITY_DEPOSIT,CLEANING_FEE,EXTRA_PEOPLE,FIRST_REVIEW,LAST_REVIEW,INSTANT_BOOKABLE,IS_BUSINESS_TRAVEL_READY,CANCELLATION_POLICY
12243051,,838.0,838.0,42.35578,-71.05944,2,1.0,0.0,1.0,,2,2,1124,2,2,365,365,2.0,365.0,11,33,63,245,76,16,94.0,10.0,10.0,10.0,10.0,10.0,9.0,1.99,within an hour,99%,f,t,f,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",$129.00,,,$400.00,$93.00,$5.00,2016-10-16,2019-11-16,t,f,strict_14_with_grace_period
66533138,,8.0,8.0,42.36361,-71.0568,3,1.0,1.0,2.0,,2,1,99,2,10,99,99,8.0,99.0,10,27,57,237,186,40,95.0,9.0,9.0,10.0,10.0,10.0,9.0,4.96,within an hour,93%,f,t,f,Apartment,Entire home/apt,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Gym,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",$130.00,,,$250.00,$65.00,$20.00,2016-11-05,2019-10-29,f,f,strict_14_with_grace_period
99345769,,1.0,1.0,42.36182,-71.14011,2,1.0,1.0,1.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,0,0,0,0,5,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.18,,,f,t,f,Condominium,Private room,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace""}",$85.00,,,,,$10.00,2017-09-08,2018-04-28,t,f,flexible
1238379,,1.0,1.0,42.36782,-71.05708,2,1.0,1.0,1.0,,1,1,15,1,1,15,15,1.0,15.0,13,31,42,221,119,40,98.0,10.0,10.0,10.0,10.0,10.0,9.0,3.18,within a day,90%,f,t,t,Loft,Private room,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",Oven,""Luggage dropoff allowed"",Waterfront}",$80.00,,,$250.00,$30.00,$20.00,2016-11-06,2019-10-27,f,f,moderate
99728847,,2.0,2.0,42.34444,-71.07628,3,1.0,1.0,1.0,,2,91,1125,91,91,1125,1125,91.0,1125.0,20,40,70,295,228,55,96.0,10.0,9.0,10.0,10.0,10.0,9.0,6.09,within an hour,80%,t,t,f,Condominium,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Pack ’n Play/travel crib"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",$200.00,,,$150.00,$50.00,$50.00,2016-11-06,2019-11-17,t,f,flexible
72139831,,4.0,4.0,42.30911,-71.04698,2,1.0,1.0,1.0,,1,1,1125,1,1,1125,1125,1.0,1125.0,25,54,80,331,173,48,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.6,within an hour,100%,t,t,f,House,Private room,Real Bed,"{Internet,Wifi,""Air conditioning"",""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Host greets you""}",$75.00,,,$0.00,$26.00,$20.00,2016-11-01,2019-11-18,t,f,flexible
93820834,,3.0,3.0,42.38185,-71.06891,1,1.0,1.0,1.0,,1,3,5,3,3,5,5,3.0,5.0,28,58,88,88,11,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.34,within a few hours,100%,t,t,t,House,Private room,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets live on this property"",Cat(s),Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}",$190.00,,,$0.00,$20.00,$0.00,2017-04-06,2019-06-09,f,f,strict_14_with_grace_period
11635304,,1.0,1.0,42.33194,-71.10864,2,1.0,1.0,1.0,,2,1,14,1,5,14,14,1.1,14.0,16,43,73,73,317,78,99.0,10.0,10.0,10.0,10.0,10.0,10.0,8.36,within an hour,100%,t,t,f,Townhouse,Private room,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Pack ’n Play/travel crib"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Luggage dropoff allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""Wide clearance to shower, toilet"",""Handheld shower head""}",$99.00,,,$0.00,$35.00,$0.00,2016-10-23,2019-11-17,t,f,moderate
100180968,,2.0,2.0,42.35501,-71.12929,4,1.0,1.0,3.0,,2,91,1125,91,91,1125,1125,91.0,1125.0,8,38,60,130,313,117,98.0,10.0,10.0,10.0,10.0,10.0,10.0,9.03,within an hour,93%,t,t,f,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",$111.00,,,$200.00,$50.00,$25.00,2017-01-29,2019-11-24,t,f,moderate
814298,,95.0,95.0,42.3489,-71.09031,6,1.0,3.0,3.0,,1,91,1124,91,91,1125,1125,91.0,1125.0,0,0,0,0,67,27,90.0,9.0,10.0,10.0,9.0,10.0,9.0,2.13,within an hour,96%,f,t,f,Apartment,Entire home/apt,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",$300.00,,,$500.00,$130.00,$0.00,2017-05-05,2019-09-12,t,f,strict_14_with_grace_period
814298,,95.0,95.0,42.34843,-71.08859,6,1.0,3.0,3.0,,1,91,1124,91,91,1124,1124,91.0,1124.0,4,4,4,52,86,46,94.0,10.0,9.0,10.0,9.0,10.0,9.0,2.6,within an hour,96%,f,t,f,Apartment,Entire home/apt,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",$300.00,,,$500.00,$130.00,$0.00,2017-03-18,2019-11-17,f,f,strict_14_with_grace_period
44341268,,3.0,3.0,42.34754,-71.08414,2,1.0,0.0,1.0,,1,3,1125,3,3,1125,1125,3.0,1125.0,25,51,81,81,131,48,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3.47,within an hour,100%,t,t,t,Apartment,Entire home/apt,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed""}",$249.00,,,$200.00,$80.00,$0.00,2016-10-28,2019-11-11,t,f,strict_14_with_grace_period
66533138,,8.0,8.0,42.3656,-71.05688,3,1.0,1.0,2.0,,2,1,1125,2,10,1125,1125,8.0,1125.0,30,60,90,270,151,32,96.0,10.0,9.0,10.0,10.0,10.0,9.0,4.02,within an hour,93%,f,t,f,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Gym,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",$107.00,,,$350.00,$65.00,$20.00,2016-11-04,2019-11-13,t,f,strict_14_with_grace_period
100685694,,1.0,1.0,42.27664,-71.12639,8,1.0,3.0,5.0,,8,2,1125,2,2,1125,1125,2.0,1125.0,13,38,63,317,152,50,97.0,10.0,10.0,10.0,10.0,10.0,10.0,4.03,within an hour,100%,t,t,t,House,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Outlet covers"",""Stair gates"",""Children’s books and toys"",Crib}",$195.00,,,$250.00,$90.00,$15.00,2016-10-30,2019-11-10,f,f,strict_14_with_grace_period
25146457,,14.0,14.0,42.35005,-71.06695,8,1.0,4.0,4.0,,3,1,15,1,1,15,15,1.0,15.0,24,54,82,100,138,43,98.0,10.0,10.0,10.0,10.0,10.0,9.0,3.69,within an hour,100%,t,t,f,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""High chair"",""Stair gates"",""Children’s books and toys"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Luggage dropoff allowed""}",$353.00,,,$0.00,$250.00,$50.00,2016-11-08,2019-11-16,t,f,strict_14_with_grace_period
16052189,,8.0,8.0,42.23704,-71.13285,1,1.0,1.0,1.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,3,33,63,338,8,3,90.0,9.0,9.0,10.0,10.0,10.0,9.0,0.22,within an hour,100%,f,t,t,Apartment,Private room,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Hot water"",Microwave,""Coffee maker"",""Dishes and silverware""}",$44.00,,,,,$0.00,2016-11-30,2019-07-27,f,f,strict_14_with_grace_period
16052189,,8.0,8.0,42.23576,-71.1324,1,1.0,1.0,1.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,3,33,63,338,5,4,80.0,8.0,9.0,10.0,10.0,8.0,8.0,0.33,within an hour,100%,f,t,t,Apartment,Private room,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Host greets you""}",$44.00,,,,,$0.00,2018-09-02,2019-07-27,f,f,flexible
6430732,,3.0,3.0,42.29394,-71.06757,6,2.0,3.0,3.0,,3,28,93,2,28,93,93,15.5,93.0,19,49,79,220,124,49,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.65,within an hour,100%,t,t,f,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",$160.00,,,$200.00,$60.00,$40.00,2017-02-19,2019-11-18,f,f,moderate
59234220,,8.0,8.0,42.3605,-71.06856,4,1.0,1.0,2.0,,2,28,365,28,28,365,365,28.0,365.0,1,1,1,2,102,6,97.0,10.0,10.0,10.0,10.0,10.0,9.0,2.87,within an hour,100%,f,t,f,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Well-lit path to entrance""}",$169.00,,,$0.00,$350.00,$65.00,2017-01-01,2019-01-01,t,f,moderate
78923625,,1.0,1.0,42.34709,-71.09429,2,1.0,1.0,1.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,0,0,0,0,4,0,80.0,9.0,8.0,10.0,10.0,10.0,9.0,0.13,,,f,t,t,Apartment,Private room,Real Bed,"{Wifi,Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Laptop friendly workspace""}",$54.00,,,,,$0.00,2017-06-07,2017-06-29,f,f,flexible
45621468,,1.0,1.0,42.34371,-71.13993,3,2.0,2.0,2.0,,1,28,62,28,28,62,62,28.0,62.0,30,60,90,365,65,0,98.0,9.0,10.0,10.0,10.0,10.0,10.0,1.95,,,f,t,t,Apartment,Private room,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets live on this property"",Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Long term stays allowed"",""Host greets you""}",$75.00,,,$100.00,$35.00,$20.00,2017-03-10,2018-07-11,t,f,strict_14_with_grace_period
28123912,,2.0,2.0,42.35862,-71.0628,2,1.0,1.0,1.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,0,0,24,204,103,4,91.0,10.0,9.0,10.0,10.0,10.0,9.0,2.78,within an hour,100%,f,t,t,Apartment,Entire home/apt,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Paid parking on premises""}",$160.00,,,$400.00,$110.00,$0.00,2016-11-20,2019-09-24,f,f,strict_14_with_grace_period
44448784,,1.0,1.0,42.28048,-71.06978,3,1.0,2.0,2.0,,2,2,90,2,2,90,90,2.0,90.0,12,39,64,76,95,52,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.17,within an hour,100%,t,t,f,Guest suite,Entire home/apt,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Well-lit path to entrance""}",$100.00,,,$100.00,$40.00,$20.00,2018-06-02,2019-11-11,t,f,moderate
20857768,,25.0,25.0,42.34623,-71.08863,3,1.0,1.0,1.0,,1,9,1125,9,9,1125,1125,9.0,1125.0,11,41,71,71,21,13,90.0,9.0,10.0,9.0,10.0,10.0,8.0,0.67,within a few hours,92%,f,t,t,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$299.00,,,$0.00,$100.00,$0.00,2017-05-05,2019-11-01,t,f,strict_14_with_grace_period
102501637,,1.0,1.0,42.33681,-71.07408,4,1.0,1.0,2.0,,2,91,1125,91,91,1125,1125,91.0,1125.0,29,59,87,87,30,30,93.0,10.0,9.0,10.0,10.0,9.0,9.0,2.92,within an hour,100%,t,t,f,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard""}",$160.00,,,$250.00,$50.00,$30.00,2019-01-31,2019-11-11,f,f,moderate
102515900,,1.0,1.0,42.31676,-71.10929,4,1.0,2.0,2.0,,4,3,160,3,3,160,160,3.0,160.0,22,52,82,334,29,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.41,within a few hours,100%,t,t,f,Apartment,Entire home/apt,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Extra space around bed"",""Accessible-height bed"",""Accessible-height toilet"",""Wide entryway"",""Host greets you""}",$175.00,,,$600.00,$150.00,$50.00,2018-03-29,2019-11-22,f,f,strict_14_with_grace_period
14232249,,3.0,3.0,42.36136,-71.06329,2,1.5,1.0,1.0,,2,30,1125,30,30,1125,1125,30.0,1125.0,0,0,0,0,258,12,96.0,10.0,10.0,10.0,10.0,10.0,9.0,6.92,,,t,t,t,Serviced apartment,Private room,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Gym,Breakfast,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""No stairs or steps to enter"",""Flat path to guest entrance"",""No stairs or steps to enter"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Paid parking on premises""}",$68.00,,,$900.00,$300.00,$25.00,2016-11-12,2018-12-31,t,f,strict_14_with_grace_period
9410008,,21.0,21.0,42.36569,-71.05112,6,1.5,3.0,3.0,,4,2,75,2,5,75,75,4.5,75.0,2,26,56,293,137,38,99.0,10.0,10.0,10.0,10.0,10.0,9.0,3.7,within an hour,100%,t,t,t,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",$300.00,,,$475.00,$165.00,$40.00,2016-11-19,2019-12-01,t,f,strict_14_with_grace_period
6465607,,0.0,0.0,42.31429,-71.06473,3,1.0,2.0,2.0,,1,3,21,3,3,21,21,3.0,21.0,23,53,83,166,97,23,95.0,10.0,9.0,10.0,10.0,9.0,10.0,2.73,within a few hours,100%,t,t,f,Apartment,Private room,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$80.00,,,,,$0.00,2017-01-02,2019-11-11,f,f,flexible
69267172,,8.0,8.0,42.27678,-71.13469,3,1.0,1.0,2.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,30,60,90,365,28,18,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.92,within an hour,100%,f,t,f,House,Private room,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Other}",$37.00,,,$100.00,$25.00,$25.00,2017-06-03,2019-11-14,t,f,strict_14_with_grace_period
