HOST_ID,HOST_ACCEPTANCE_RATE,HOST_LISTINGS_COUNT,HOST_TOTAL_LISTINGS_COUNT,LATITUDE,LONGITUDE,ACCOMMODATES,BATHROOMS,BEDROOMS,BEDS,SQUARE_FEET,GUESTS_INCLUDED,MINIMUM_NIGHTS,MAXIMUM_NIGHTS,MINIMUM_MINIMUM_NIGHTS,MAXIMUM_MINIMUM_NIGHTS,MINIMUM_MAXIMUM_NIGHTS,MAXIMUM_MAXIMUM_NIGHTS,MINIMUM_NIGHTS_AVG_NTM,MAXIMUM_NIGHTS_AVG_NTM,AVAILABILITY_30,AVAILABILITY_60,AVAILABILITY_90,AVAILABILITY_365,NUMBER_OF_REVIEWS,NUMBER_OF_REVIEWS_LTM,REVIEW_SCORES_RATING,REVIEW_SCORES_ACCURACY,REVIEW_SCORES_CLEANLINESS,REVIEW_SCORES_CHECKIN,REVIEW_SCORES_COMMUNICATION,REVIEW_SCORES_LOCATION,REVIEW_SCORES_VALUE,REVIEWS_PER_MONTH,HOST_RESPONSE_TIME,HOST_RESPONSE_RATE,HOST_IS_SUPERHOST,HOST_HAS_PROFILE_PIC,HOST_IDENTITY_VERIFIED,PROPERTY_TYPE,ROOM_TYPE,BED_TYPE,AMENITIES,PRICE,WEEKLY_PRICE,MONTHLY_PRICE,SECURITY_DEPOSIT,CLEANING_FEE,EXTRA_PEOPLE,FIRST_REVIEW,LAST_REVIEW,INSTANT_BOOKABLE,IS_BUSINESS_TRAVEL_READY,CANCELLATION_POLICY
10427720,,2.0,2.0,42.37852,-71.15249,2,1.0,1,1.0,,1,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,362,26,5,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.39,within an hour,100%,t,t,f,House,Private room,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Other}",$125.00,$600.00,"$1,500.00",$150.00,$100.00,$20.00,2014-05-24,2019-10-14,f,f,strict_14_with_grace_period
4521987,,1.0,1.0,42.37217,-71.11453,2,1.0,1,1.0,455.0,2,3,60,3,3,60,60,3.0,60.0,3,4,17,91,130,24,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.83,within an hour,100%,t,t,t,Condominium,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,Other}",$155.00,"$1,000.00","$3,000.00",$400.00,$60.00,$0.00,2014-01-25,2019-11-11,f,f,strict_14_with_grace_period
10641173,,2.0,2.0,42.37278,-71.09002,2,1.0,1,1.0,,1,1,90,1,2,90,90,1.0,90.0,0,2,2,2,44,21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.67,within an hour,100%,t,t,f,Condominium,Entire home/apt,Real Bed,"{Wifi,Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard""}",$85.00,$550.00,,$0.00,$35.00,$25.00,2014-07-06,2019-09-29,f,f,moderate
10664362,,1.0,1.0,42.35518,-71.10914,2,1.0,1,1.0,,1,2,1125,2,2,1125,1125,2.0,1125.0,19,34,60,60,84,9,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.52,within an hour,100%,t,t,f,Apartment,Private room,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Host greets you""}",$75.00,$375.00,"$1,325.00",$100.00,$0.00,$10.00,2015-05-19,2019-11-25,f,f,flexible
9419684,,440.0,440.0,42.36322,-71.08456,3,1.0,1,2.0,,1,29,1125,29,29,1125,1125,29.0,1125.0,28,58,88,224,5,0,96.0,8.0,10.0,9.0,9.0,10.0,9.0,0.07,within a few hours,98%,f,t,t,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Ethernet connection""}",$259.00,,"$5,970.00",,$100.00,$0.00,2014-04-15,2016-01-17,f,f,moderate
3668535,,2.0,2.0,42.37359,-71.11381,4,1.0,2,2.0,,4,30,1124,3,60,1124,1124,57.9,1124.0,0,24,54,144,77,8,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1.13,within an hour,100%,t,t,t,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""High chair"",""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""Paid parking on premises""}",$329.00,,,$700.00,$100.00,$35.00,2014-04-15,2019-10-21,t,f,strict_14_with_grace_period
11697992,,11.0,11.0,42.37145,-71.09575,2,1.5,1,1.0,,1,2,1125,2,2,1125,1125,2.0,1125.0,30,60,90,175,49,8,97.0,10.0,9.0,10.0,10.0,9.0,9.0,0.71,within a few hours,100%,f,t,t,House,Private room,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Self check-in"",Keypad,""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",$130.00,$800.00,"$2,700.00",$0.00,$50.00,$0.00,2014-04-06,2019-11-03,f,f,flexible
4169689,,5.0,5.0,42.40141,-71.13433,2,1.0,1,1.0,105.0,1,1,30,1,1,30,30,1.0,30.0,0,0,0,0,194,13,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2.79,within a few hours,100%,t,t,t,Condominium,Private room,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Smoking allowed"",""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Single level home"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Accessible-height toilet"",""No stairs or steps to enter"",""Wide entryway"",""Host greets you""}",$60.00,,,$500.00,$15.00,$5.00,2014-03-13,2019-08-01,t,f,moderate
12535522,,1.0,1.0,42.36151,-71.1048,1,1.0,1,1.0,,1,5,1125,5,5,1125,1125,5.0,1125.0,22,52,82,357,18,1,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0.27,within a few hours,100%,f,t,f,Townhouse,Private room,Real Bed,"{Internet,Wifi,""Air conditioning"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",Microwave,Refrigerator,""Dishes and silverware"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Cleaning before checkout"",""Wide hallways"",""Well-lit path to entrance"",""Wide entrance"",""Extra space around bed"",""Wide clearance to shower, toilet"",""Host greets you"",""Handheld shower head""}",$160.00,$660.00,"$1,589.00","$1,000.00",$89.00,$0.00,2014-05-01,2018-12-23,f,f,moderate
12617598,,1.0,1.0,42.38155,-71.12886,4,1.0,2,3.0,,2,2,8,2,2,8,8,2.0,8.0,20,50,80,80,214,35,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.11,within an hour,100%,t,t,t,House,Private room,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Breakfast,""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Stair gates"",""Children’s books and toys"",""Fireplace guards"",""Children’s dinnerware"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Accessible-height bed"",""Firm mattress"",""No stairs or steps to enter"",""Host greets you"",""Handheld shower head"",""Shower chair""}",$125.00,,,$450.00,$50.00,$96.00,2014-04-06,2019-11-19,t,f,moderate
13000172,,1.0,1.0,42.35658,-71.10816,4,1.0,2,3.0,,4,1,1125,1,1,1125,1125,1.0,1125.0,6,6,29,206,350,100,98.0,10.0,10.0,10.0,10.0,10.0,9.0,6.65,within an hour,100%,t,t,t,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",$350.00,"$2,000.00","$5,000.00",$500.00,,$50.00,2015-07-31,2019-11-15,t,f,moderate
10410753,,1.0,1.0,42.37459,-71.11852,2,1.0,1,0.0,,1,3,90,3,3,90,90,3.0,90.0,13,43,68,158,88,8,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1.28,within a day,75%,f,t,t,Apartment,Entire home/apt,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven}",$200.00,,"$4,500.00",$0.00,$50.00,$0.00,2014-04-05,2019-10-11,f,f,moderate
430015,,2.0,2.0,42.36869,-71.10029,5,1.0,2,2.0,,4,3,1125,3,3,1125,1125,3.0,1125.0,22,29,59,297,251,37,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.73,within a few hours,100%,t,t,t,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",""Building staff"",""High chair"",""Pack ’n Play/travel crib"",""Hot water""}",$225.00,,,,$50.00,$25.00,2014-05-20,2019-11-19,f,f,strict_14_with_grace_period
4642626,,15.0,15.0,42.38817,-71.14601,6,1.0,3,3.0,,2,7,1125,7,7,1125,1125,7.0,1125.0,25,55,85,343,42,3,94.0,9.0,9.0,9.0,9.0,9.0,9.0,0.62,within an hour,95%,t,t,t,House,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",$250.00,"$1,800.00","$5,000.00",$500.00,$100.00,$25.00,2014-04-22,2019-07-21,f,f,moderate
6501896,,1.0,1.0,42.36431,-71.1029,2,1.0,1,0.0,,1,2,4,2,2,4,4,2.0,4.0,14,14,14,14,64,7,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0.95,within a few hours,100%,f,t,f,House,Private room,Real Bed,"{""Cable TV"",Wifi,Kitchen,Breakfast,""Pets live on this property"",Dog(s),""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}",$95.00,$450.00,,,,$0.00,2014-05-11,2019-11-03,f,f,strict_14_with_grace_period
14649698,,1.0,1.0,42.37259,-71.08941,2,1.0,1,1.0,,1,1,1125,1,1,1125,1125,1.0,1125.0,3,3,3,3,104,13,95.0,10.0,10.0,9.0,10.0,10.0,10.0,1.54,within a few hours,100%,t,t,t,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water""}",$115.00,$700.00,"$2,500.00",$100.00,$45.00,$0.00,2014-05-05,2019-11-24,f,f,moderate
9419684,,440.0,440.0,42.36198,-71.08437,3,1.0,1,2.0,,1,29,1125,29,29,1125,1125,29.0,1125.0,28,58,88,125,14,0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.21,within a few hours,98%,f,t,t,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",$220.00,,"$5,970.00",,$100.00,$0.00,2014-06-28,2018-01-13,f,f,moderate
813956,,2.0,2.0,42.36242,-71.11152,4,1.0,2,2.0,,2,3,21,3,3,21,21,3.0,21.0,0,0,0,0,136,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.02,,,t,t,t,Apartment,Entire home/apt,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Baby bath"",""High chair"",""Children’s books and toys"",""Fireplace guards"",""Babysitter recommendations"",Crib,""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Flat path to guest entrance"",""Well-lit path to entrance""}",$226.00,,,$0.00,$50.00,$50.00,2014-05-19,2018-11-18,f,f,flexible
14883738,,1.0,1.0,42.36456,-71.10626,2,1.0,1,1.0,,2,2,1125,2,2,1125,1125,2.0,1125.0,15,35,65,315,234,57,95.0,10.0,10.0,10.0,10.0,10.0,10.0,3.46,within an hour,100%,t,t,t,House,Private room,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$107.00,$600.00,,,,$25.00,2014-05-10,2019-11-19,f,f,moderate
13948486,,1.0,1.0,42.35824,-71.10828,2,1.0,1,1.0,,1,3,8,3,3,8,8,3.0,8.0,30,60,90,365,0,0,,,,,,,,,,,f,t,f,Apartment,Private room,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo}",$380.00,,,,,$0.00,,,f,f,strict_14_with_grace_period
6030020,,3.0,3.0,42.3569,-71.10948,2,1.0,1,1.0,,1,32,90,32,32,90,90,32.0,90.0,30,60,67,67,9,2,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.13,within a few hours,100%,t,t,t,Apartment,Private room,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Hot water""}",$86.00,$800.00,"$2,500.00",$0.00,$120.00,$20.00,2014-05-19,2019-11-06,f,f,strict_14_with_grace_period
15528473,,0.0,0.0,42.3749,-71.15174,5,2.0,3,3.0,,4,330,1125,330,330,1125,1125,330.0,1125.0,23,53,83,242,4,0,95.0,10.0,10.0,9.0,9.0,10.0,10.0,0.06,,,f,t,t,House,Entire home/apt,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Children’s books and toys"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",Other}",$245.00,,,$0.00,$200.00,$0.00,2014-08-12,2014-09-02,t,f,moderate
4297079,,3.0,3.0,42.37118,-71.08805,8,2.0,3,3.0,,4,30,90,30,30,90,90,30.0,90.0,0,0,0,0,78,2,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1.18,,,t,t,f,Townhouse,Entire home/apt,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Pack ’n Play/travel crib"",""Hot water"",""Long term stays allowed""}",$125.00,,,$750.00,$150.00,$10.00,2014-06-15,2019-05-01,f,f,moderate
9939488,,5.0,5.0,42.38929,-71.12683,4,1.0,2,2.0,,2,200,1125,200,200,1125,1125,200.0,1125.0,30,60,90,365,3,0,93.0,9.0,9.0,9.0,9.0,9.0,9.0,0.05,within a day,100%,f,t,t,Apartment,Entire home/apt,Real Bed,"{Internet,Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Host greets you""}",$225.00,"$1,125.00","$2,750.00",$100.00,$55.00,$10.00,2014-06-14,2014-12-01,f,f,strict_14_with_grace_period
6839881,,11.0,11.0,42.38835,-71.1276,4,1.0,2,2.0,,2,95,1125,95,95,1125,1125,95.0,1125.0,0,28,58,333,1,0,100.0,6.0,4.0,10.0,10.0,10.0,10.0,0.02,within a day,100%,f,t,t,House,Entire home/apt,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}",$147.00,"$1,100.00","$3,000.00",$0.00,$55.00,$7.00,2014-08-13,2014-08-13,f,f,strict_14_with_grace_period
10470174,,1.0,1.0,42.37764,-71.12601,2,1.0,1,1.0,,1,1,30,1,1,30,30,1.0,30.0,17,47,77,167,52,19,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1.76,within a day,100%,t,t,f,Apartment,Entire home/apt,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Long term stays allowed""}",$200.00,,,,,$0.00,2017-06-25,2019-06-30,f,f,moderate
2212429,,2.0,2.0,42.36981,-71.09263,5,1.0,3,4.0,,1,2,25,2,2,25,25,2.0,25.0,11,32,62,297,331,61,96.0,10.0,9.0,10.0,10.0,10.0,9.0,5.77,within an hour,100%,t,t,f,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Outlet covers"",Bathtub,""High chair"",""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",""Luggage dropoff allowed""}",$225.00,"$1,300.00","$5,000.00",$0.00,$80.00,$0.00,2015-03-11,2019-11-24,t,f,strict_14_with_grace_period
9939488,,5.0,5.0,42.38957,-71.12755,1,2.0,1,1.0,,1,150,400,150,150,400,400,150.0,400.0,30,60,90,365,5,1,92.0,10.0,8.0,10.0,10.0,9.0,9.0,0.1,within a day,100%,f,t,t,House,Private room,Real Bed,"{""Cable TV"",Internet,Wifi,""Air conditioning"",""Pets allowed"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Bathtub,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Handheld shower head"",""Paid parking on premises""}",$55.00,$325.00,$975.00,$0.00,$45.00,$10.00,2015-09-01,2019-09-01,f,f,strict_14_with_grace_period
5331227,,3.0,3.0,42.36902,-71.0857,4,1.0,2,2.0,,4,3,1125,3,3,1125,1125,3.0,1125.0,26,50,73,215,44,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.68,within a day,86%,t,t,t,Apartment,Entire home/apt,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard"",""Long term stays allowed"",Other}",$265.00,"$1,700.00","$4,300.00","$1,000.00",$150.00,$50.00,2014-08-14,2019-11-11,f,f,strict_14_with_grace_period
1152305,,4.0,4.0,42.37462,-71.15023,6,1.0,3,3.0,,3,4,1125,4,4,1125,1125,4.0,1125.0,19,42,72,155,46,19,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0.86,within a day,100%,t,t,t,Apartment,Entire home/apt,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Long term stays allowed""}",$150.00,$750.00,"$2,800.00",,$50.00,$10.00,2015-07-08,2019-11-02,f,f,moderate
17028791,,5.0,5.0,42.38274,-71.13631,1,1.0,1,1.0,,2,2,365,2,2,365,365,2.0,365.0,0,11,11,126,35,9,84.0,9.0,8.0,9.0,9.0,9.0,8.0,0.55,within an hour,90%,f,t,f,Apartment,Private room,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water""}",$94.00,$534.00,"$1,638.00",$450.00,$50.00,$0.00,2014-08-20,2019-09-15,f,f,strict_14_with_grace_period
